x,y
106.072012,38.488727
106.0608,38.490451
106.061412,38.485219
106.061182,38.485221
106.060792,38.489911
106.06226,38.480525
106.061799,38.480349
106.058721,38.489389
106.045193,38.48951
106.071494,38.484767
106.082896,38.449876
106.071329,38.489094
106.082915,38.451138
106.069687,38.486586
106.077422,38.467049
106.073382,38.488354
106.086787,38.44948
106.086814,38.451282
106.060811,38.491172
106.060107,38.490097
106.091882,38.468177
106.070857,38.488197
106.071772,38.488009
106.083374,38.451134
106.060297,38.487392
106.060524,38.48721
106.061881,38.485936
106.06103,38.490449
106.060334,38.489915
106.064477,38.459778
106.05939,38.488121
106.059153,38.487583
106.06012,38.490998
106.086784,38.4493
106.059833,38.487036
106.069236,38.487131
106.086792,38.44984
106.073663,38.445455
106.074073,38.488528
106.07407,38.488348
106.086825,38.452003
106.086822,38.451823
106.087051,38.45182
106.06363,38.511333
106.059649,38.490101
106.060099,38.489557
106.053403,38.439151
106.053646,38.44005
106.05388,38.440408
106.060547,38.488832
106.068829,38.475058
106.058982,38.491549
106.080192,38.452965
106.086132,38.451649
106.062566,38.485749
106.058937,38.488486
106.068831,38.475239
106.082913,38.450958
106.067005,38.475796
106.084937,38.448416
106.06134,38.480353
106.079753,38.438911
106.073379,38.488174
106.069692,38.486946
106.073825,38.487269
106.085622,38.448229
106.085897,38.45129
106.059411,38.489563
106.072001,38.488006
106.060289,38.486851
106.062281,38.481967
106.062334,38.485571
106.069287,38.475054
106.087267,38.450917
106.061188,38.485582
106.059899,38.491541
106.073611,38.488352
106.064583,38.466986
106.060979,38.487025
106.073838,38.48817
106.069471,38.487489
106.077761,38.443615
106.075475,38.443997
106.069983,38.444588
106.068379,38.444603
106.067692,38.444609
106.061966,38.444841
106.061507,38.444845
106.058987,38.444868
106.057383,38.444883
106.052913,38.484214
106.058634,38.483442
106.079523,38.454233
106.059862,38.489018
106.059564,38.452973
106.059803,38.453692
106.060038,38.454051
106.060041,38.454231
106.073803,38.485827
106.047003,38.44029
106.047248,38.441369
106.047954,38.442624
106.048886,38.443697
106.049349,38.444054
106.049581,38.444232
106.04981,38.44423
106.051422,38.444756
106.056693,38.444709
106.05738,38.444702
106.057609,38.4447
106.058984,38.444688
106.059213,38.444686
106.060817,38.444671
106.061047,38.444669
106.062421,38.444657
106.063338,38.444648
106.063567,38.444646
106.063796,38.444644
106.064255,38.44464
106.060521,38.48703
106.061027,38.490269
106.062337,38.485751
106.062563,38.485569
106.046725,38.48445
106.059108,38.484519
106.059338,38.484517
106.060713,38.484504
106.062089,38.484492
106.063694,38.484477
106.063923,38.484475
106.064152,38.484473
106.061024,38.490089
106.060131,38.491719
106.061796,38.480169
106.061567,38.480171
106.07929,38.438555
106.085986,38.457237
106.043744,38.484477
106.082902,38.450237
106.06031,38.488293
106.061899,38.487197
106.06075,38.487027
106.060518,38.486849
106.059559,38.483974
106.06002,38.48415
106.060252,38.484328
106.060481,38.484326
106.059569,38.484695
106.05934,38.484697
106.059111,38.484699
106.058655,38.484884
106.057743,38.485252
106.056844,38.486522
106.059849,38.488117
106.050203,38.487122
106.058726,38.489749
106.072009,38.488547
106.086558,38.449482
106.060531,38.48775
106.073574,38.485829
106.073577,38.486009
106.080273,38.443052
106.082101,38.442674
106.058518,38.491193
106.060753,38.487208
106.061414,38.485399
106.071262,38.484589
106.07195,38.484582
106.086539,38.44822
106.061035,38.49081
106.058276,38.490294
106.060126,38.491359
106.062028,38.480347
106.077679,38.453529
106.070665,38.490722
106.082675,38.450419
106.056586,38.484542
106.057962,38.484529
106.06186,38.484494
106.063235,38.484482
106.063464,38.48448
106.065069,38.484465
106.065299,38.484463
106.065528,38.484461
106.06576,38.484639
106.066906,38.484628
106.067365,38.484624
106.068282,38.484616
106.06897,38.48461
106.069887,38.484601
106.070345,38.484597
106.072638,38.484576
106.064127,38.467171
106.064125,38.466991
106.059859,38.488838
106.07821,38.458391
106.074289,38.487625
106.071497,38.484947
106.067008,38.429295
106.08631,38.448223
106.076572,38.471563
106.07634,38.471385
106.079049,38.453156
106.050094,38.432151
106.05364,38.439689
106.088434,38.452348
106.070148,38.486762
106.077261,38.487057
106.071332,38.489274
106.060795,38.490091
106.060982,38.487206
106.091879,38.467997
106.060942,38.484502
106.058934,38.488306
106.061185,38.485401
106.055091,38.444903
106.086355,38.451286
106.068996,38.486412
106.061022,38.489909
106.069924,38.487124
106.064351,38.466808
106.076398,38.49067
106.059654,38.490462
106.073833,38.487809
106.074059,38.487627
106.072412,38.484758
106.059419,38.490103
106.061251,38.489907
106.086779,38.448939
106.061201,38.486483
106.062318,38.48449
106.07155,38.488551
106.069231,38.48677
106.084503,38.450042
106.070972,38.480446
106.058958,38.489927
106.059177,38.489205
106.08563,38.44877
106.074062,38.487807
106.062392,38.489536
106.056198,38.505092
106.058955,38.489747
106.05944,38.491545
106.059364,38.486319
106.059593,38.486317
106.058884,38.484881
106.075219,38.442197
106.062057,38.482329
106.061878,38.485756
106.062347,38.486472
106.062808,38.486648
106.067008,38.475976
106.065503,38.467158
106.086579,38.450924
106.069921,38.486944
106.079494,38.452251
106.06055,38.489012
106.079728,38.452609
106.04882,38.486594
106.062284,38.482147
106.062121,38.486655
106.069061,38.475237
106.084282,38.450584
106.064245,38.4596
106.062299,38.467548
106.062129,38.487195
106.073841,38.48835
106.073827,38.487449
106.070156,38.487302
106.086364,38.451827
106.091822,38.464212
106.058381,38.481822
106.071998,38.487826
106.082926,38.451859
106.069455,38.486408
106.082502,38.484846
106.065091,38.485907
106.064861,38.485909
106.06079,38.489731
106.060958,38.485584
106.06929,38.475234
106.085177,38.449134
106.069927,38.487304
106.074065,38.487988
106.074057,38.487447
106.072646,38.485117
106.087019,38.449658
106.067692,38.49129
106.050508,38.444944
106.050737,38.444942
106.050967,38.44494
106.073644,38.444194
106.080047,38.443234
106.068608,38.4446
106.066775,38.444617
106.066088,38.444623
106.05807,38.444876
106.053948,38.445094
106.047621,38.451279
106.071327,38.488914
106.0534,38.486193
106.053397,38.486012
106.052923,38.484935
106.065317,38.485724
106.065315,38.485544
106.070391,38.487661
106.083595,38.450591
106.064019,38.459782
106.084951,38.449317
106.070388,38.48748
106.051654,38.444934
106.072236,38.488365
106.071097,38.488916
106.087269,38.451097
106.048822,38.486774
106.061225,38.488105
106.053621,38.48565
106.053624,38.48583
106.053864,38.486549
106.054104,38.487268
106.05662,38.486885
106.056831,38.485621
106.057042,38.484357
106.05704,38.484177
106.06094,38.484322
106.06163,38.484496
106.061172,38.4845
106.060489,38.484867
106.060257,38.484689
106.058428,38.485066
106.057063,38.485799
106.061267,38.490988
106.070153,38.487122
106.082446,38.450421
106.073614,38.488532
106.061254,38.490087
106.04519,38.48933
106.075456,38.489056
106.061707,38.489722
106.059417,38.505604
106.076492,38.435336
106.068537,38.501916
106.070137,38.501541
106.067852,38.502103
106.061501,38.491346
106.07702,38.470838
106.054823,38.489424
106.054591,38.489246
106.054588,38.489066
106.0478,38.447852
106.06303,38.486106
106.087272,38.451278
106.075017,38.444001
106.083128,38.450054
106.083349,38.449512
106.065554,38.486263
106.06532,38.485905
106.064856,38.485548
106.058147,38.450102
106.058149,38.450283
106.062883,38.460513
106.084018,38.448244
106.044958,38.489152
106.07383,38.487629
106.058961,38.505788
106.076116,38.471747
106.092051,38.46421
106.059865,38.489198
106.060326,38.489374
106.060561,38.489733
106.086576,38.450743
106.07772,38.487053
106.077488,38.486875
106.049607,38.446034
106.050964,38.44476
106.051193,38.444758
106.056464,38.444711
106.058526,38.444692
106.064025,38.444642
106.070439,38.444403
106.084158,38.442295
106.083363,38.450413
106.085894,38.45111
106.064627,38.48555
106.083134,38.450415
106.062048,38.466108
106.067237,38.475974
106.068838,38.444598
106.073617,38.488713
106.083117,38.449334
106.077461,38.485073
106.050325,38.432329
106.051028,38.433404
106.051734,38.43466
106.052211,38.435917
106.05269,38.437355
106.052935,38.438434
106.053406,38.439331
106.053411,38.439691
106.053885,38.440769
106.054357,38.441666
106.054362,38.442026
106.055068,38.443281
106.056258,38.446335
106.056969,38.44795
106.058623,38.45136
106.059806,38.453872
106.060035,38.45387
106.060091,38.489016
106.07841,38.487227
106.062054,38.482149
106.063259,38.486104
106.070673,38.475763
106.064848,38.485008
106.06508,38.485186
106.065312,38.485364
106.045949,38.446607
106.071036,38.484771
106.070807,38.484773
106.059188,38.505606
106.061226,38.456924
106.061695,38.45764
106.061935,38.458359
106.062412,38.459616
106.06312,38.461052
106.063829,38.462487
106.063832,38.462668
106.064069,38.463206
106.065234,38.464457
106.066166,38.46553
106.066633,38.466067
106.067334,38.466961
106.06849,38.467672
106.068951,38.467848
106.070796,38.468552
106.070799,38.468732
106.072872,38.469434
106.073104,38.469612
106.073795,38.469786
106.074258,38.470142
106.061193,38.485942
106.061404,38.484678
106.06118,38.485041
106.061177,38.484861
106.060724,38.485225
106.059179,38.489385
106.063893,38.466812
106.063895,38.466993
106.062107,38.485753
106.077725,38.487413
106.083832,38.451129
106.071079,38.487654
106.062072,38.46773
106.070447,38.475945
106.065544,38.485542
106.065541,38.485362
106.068365,38.474702
106.067464,38.475792
106.06724,38.476154
106.060331,38.489735
106.073385,38.488534
106.073387,38.488715
106.087029,38.450379
106.060742,38.486487
106.074577,38.445267
106.072702,38.488901
106.072476,38.489083
106.049018,38.48443
106.061174,38.484681
106.062094,38.484852
106.060582,38.491174
106.061654,38.486118
106.083835,38.45131
106.082055,38.439611
106.063262,38.486284
106.083112,38.448973
106.047183,38.484446
106.0622,38.492061
106.062051,38.466288
106.065309,38.485184
106.060355,38.491357
106.060352,38.491176
106.074803,38.445084
106.074806,38.445265
106.073835,38.48799
106.090517,38.468911
106.060561,38.505413
106.059678,38.492084
106.058987,38.49191
106.059438,38.491365
106.066779,38.475978
106.058729,38.48993
106.073843,38.48853
106.044961,38.489332
106.075459,38.489236
106.074286,38.487445
106.073595,38.487271
106.060579,38.490994
106.084716,38.448958
106.084713,38.448778
106.087264,38.450737
106.071103,38.489276
106.0603,38.487572
106.085619,38.448049
106.069522,38.475413
106.069292,38.475415
106.083827,38.450769
106.084926,38.447695
106.065263,38.46644
106.086134,38.451829
106.086137,38.452009
106.078828,38.453699
106.079893,38.448282
106.065863,38.429305
106.050511,38.445125
106.049136,38.445137
106.071321,38.488553
106.079753,38.454231
106.056924,38.444887
106.056008,38.444895
106.071324,38.488734
106.071337,38.489635
106.071111,38.489817
106.061262,38.490628
106.058961,38.490108
106.073849,38.488891
106.046722,38.436687
106.046735,38.437588
106.046738,38.437769
106.04698,38.438668
106.053389,38.485472
106.053627,38.48601
106.066092,38.429303
106.060808,38.490992
106.050625,38.484595
106.061638,38.485037
106.05142,38.444576
106.058913,38.486864
106.061636,38.484857
106.083344,38.449151
106.065265,38.46662
106.067235,38.475794
106.080961,38.443045
106.07799,38.443613
106.072728,38.444202
106.07021,38.444406
106.069067,38.444596
106.066317,38.444621
106.061276,38.444667
106.058758,38.44487
106.056237,38.444893
106.053032,38.445102
106.086126,38.451288
106.073851,38.489071
106.073622,38.489073
106.085627,38.448589
106.082433,38.44952
106.08267,38.450059
106.082665,38.449698
106.059617,38.487939
106.061409,38.485039
106.087032,38.450559
106.061918,38.488459
106.071558,38.489092
106.075214,38.441836
106.061867,38.485035
106.069986,38.475769
106.070905,38.475941
106.070441,38.475584
106.070676,38.475943
106.084501,38.449862
106.061886,38.486296
106.048048,38.449112
106.060558,38.489552
106.065953,38.466614
106.073854,38.489251
106.070207,38.490726
106.070439,38.490904
106.061499,38.491166
106.082686,38.45114
106.07131,38.487832
106.087035,38.450739
106.054101,38.487087
106.054581,38.488525
106.054586,38.488885
106.079265,38.452253
106.059382,38.487581
106.087493,38.450735
106.071095,38.488736
106.074049,38.486906
106.061865,38.484855
106.061417,38.48558
106.087278,38.451638
106.082904,38.450417
106.08333,38.44825
106.08356,38.448248
106.069468,38.487309
106.085409,38.449312
106.08518,38.449315
106.078173,38.486688
106.087253,38.450016
106.067282,38.479038
106.086776,38.448759
106.079065,38.454237
106.070871,38.489098
106.061641,38.485217
106.059211,38.491547
106.062355,38.487013
106.060721,38.485045
106.078178,38.487049
106.061955,38.490982
106.070868,38.488918
106.070873,38.489278
106.075445,38.442015
106.060587,38.491535
106.061264,38.490808
106.070903,38.47576
106.069703,38.503167
106.08012,38.4481
106.060065,38.487214
106.062126,38.487015
106.06167,38.487199
106.078213,38.458571
106.062886,38.460694
106.063363,38.461951
106.07593,38.443812
106.073371,38.487633
106.073137,38.487275
106.079294,38.454235
106.079982,38.454229
106.069234,38.48695
106.060966,38.486124
106.082931,38.452219
106.060961,38.485764
106.086566,38.450023
106.075848,38.484547
106.070212,38.444586
106.069296,38.444594
106.062882,38.444833
106.058299,38.444874
106.052341,38.444928
106.05074,38.445123
106.047535,38.445331
106.047076,38.445336
106.046178,38.446605
106.046863,38.446419
106.047084,38.445876
106.047071,38.444975
106.047048,38.443353
106.047042,38.442993
106.047037,38.442632
106.047029,38.442092
106.046772,38.440111
106.046746,38.438309
106.04673,38.437228
106.046727,38.437048
106.086541,38.448401
106.07134,38.489815
106.065492,38.466437
106.091884,38.468357
106.059398,38.488662
106.070401,38.488382
106.057644,38.431362
106.061491,38.490625
106.065489,38.466257
106.05967,38.491543
106.087507,38.451636
106.0697,38.487487
106.071335,38.489454
106.077722,38.487233
106.059651,38.490282
106.052687,38.437175
106.061488,38.490445
106.082662,38.449518
106.057415,38.431364
106.057876,38.43154
106.057175,38.430646
106.068967,38.484429
106.083557,38.448068
106.062358,38.487193
106.073434,38.445457
106.059203,38.491007
106.059206,38.491187
106.080656,38.453322
106.050443,38.487841
106.05044,38.487661
106.061952,38.490801
106.059406,38.489202
106.070628,38.488199
106.061875,38.485575
106.061881,38.439074
106.061649,38.438896
106.061879,38.438894
106.057183,38.431186
106.056949,38.430828
106.056951,38.431008
106.05718,38.431006
106.057178,38.430826
106.057409,38.431004
106.059435,38.491185
106.076495,38.435516
106.086312,38.448403
106.0711,38.489096
106.05067,38.487659
106.050667,38.487479
106.063109,38.44465
106.06288,38.444653
106.059674,38.444862
106.053387,38.485292
106.053629,38.486191
106.053869,38.486909
106.086124,38.451108
106.070167,38.488023
106.087275,38.451458
106.060563,38.489913
106.08539,38.448051
106.060294,38.487212
106.086213,38.457055
106.082441,38.450061
106.081109,38.452957
106.053392,38.485652
106.052918,38.484575
106.060534,38.487931
106.06072,38.438003
106.060949,38.438001
106.070631,38.488379
106.060115,38.490638
106.061406,38.484859
106.04963,38.431795
106.049862,38.431973
106.054122,38.441307
106.083611,38.451672
106.086445,38.457233
106.047745,38.444068
106.059216,38.491908
106.055513,38.505279
106.052433,38.482777
106.046686,38.450025
106.046899,38.448942
106.08256,38.44267
106.080732,38.443047
106.078801,38.451897
106.060717,38.437823
106.060952,38.438181
106.060491,38.438005
106.060488,38.437825
106.060493,38.438186
106.070865,38.488738
106.057412,38.431184
106.057641,38.431182
106.061343,38.480534
106.061647,38.438716
106.061644,38.438536
106.061415,38.438538
106.061183,38.43836
106.061873,38.438534
106.058494,38.489571
106.0626,38.488092
106.071726,38.484945
106.061931,38.48936
106.063517,38.488084
106.065865,38.429485
106.048267,38.46425
106.04593,38.445346
106.057053,38.485078
106.05705,38.484898
106.060484,38.484507
106.06027,38.48559
106.057186,38.431366
106.061046,38.491531
106.084724,38.449499
106.061186,38.43854
106.059572,38.437833
106.073619,38.488893
106.059201,38.490826
106.060264,38.438188
106.062105,38.485573
106.07202,38.489268
106.07294,38.48944
106.072937,38.489259
106.056842,38.486342
106.083136,38.450595
106.061801,38.480529
106.061572,38.480531
106.052673,38.483496
106.061272,38.491348
106.08621,38.456875
106.050211,38.487663
106.059198,38.490646
106.058887,38.43802
106.07999,38.45477
106.084053,38.450587
106.053872,38.48709
106.061486,38.490265
106.077061,38.489041
106.077291,38.489039
106.077288,38.488859
106.062113,38.486114
106.065497,38.466798
106.074041,38.486366
106.045422,38.489508
106.060816,38.491533
106.058492,38.489391
106.064859,38.485729
106.060972,38.486485
106.058884,38.43784
106.058882,38.437659
106.059111,38.437657
106.05915,38.487402
106.069058,38.490557
106.062077,38.468091
106.071105,38.489456
106.068147,38.444424
106.047402,38.452001
106.056954,38.431188
106.056957,38.431369
106.061198,38.486302
106.060969,38.486305
106.059799,38.484693
106.059113,38.437838
106.059345,38.438016
106.060782,38.48919
106.068599,38.475061
106.061259,38.490447
106.063539,38.489525
106.066776,38.475798
106.061345,38.480714
106.070817,38.485494
106.059614,38.487759
106.067912,38.475067
106.086544,38.448581
106.064629,38.485731
106.07608,38.484725
106.060941,38.437461
106.082921,38.451498
106.06148,38.489905
106.061475,38.489544
106.069063,38.475417
106.070668,38.490902
106.069695,38.487126
106.082894,38.449696
106.067682,38.475069
106.076721,38.435334
106.059396,38.488482
106.06117,38.437459
106.074278,38.486904
106.074046,38.486726
106.074987,38.442019
106.077226,38.484714
106.076997,38.484716
106.059577,38.485236
106.061718,38.490443
106.061968,38.491883
106.061723,38.490804
106.065495,38.466618
106.061441,38.487201
106.058942,38.488846
106.078812,38.452618
106.060748,38.486847
106.073369,38.487453
106.044242,38.487176
106.060785,38.48937
106.059846,38.487937
106.060054,38.486493
106.047081,38.445696
106.060715,38.437643
106.060777,38.48883
106.065757,38.484459
106.066445,38.484452
106.061438,38.487021
106.065966,38.467515
106.08243,38.44934
106.053648,38.44023
106.053651,38.44041
106.056967,38.44777
106.074081,38.489069
106.074299,38.488346
106.066779,38.429297
106.047074,38.445155
106.086366,38.452007
106.079497,38.452431
106.065323,38.486085
106.065328,38.486445
106.063671,38.467355
106.062547,38.484488
106.066216,38.484455
106.067594,38.484622
106.060243,38.436746
106.058905,38.439281
106.059137,38.43946
106.070337,38.468556
106.068954,38.468028
106.059569,38.453334
106.059097,38.452437
106.05886,38.451898
106.058858,38.451718
106.058386,38.450821
106.066773,38.475618
106.067795,38.467137
106.068722,38.46785
106.063491,38.486282
106.064815,38.467165
106.064586,38.467167
106.059857,38.488658
106.068762,38.486053
106.068759,38.485873
106.068756,38.485693
106.06372,38.48628
106.060086,38.488656
106.061435,38.486841
106.060011,38.436568
106.059134,38.439279
106.069228,38.48659
106.066635,38.466247
106.066403,38.466069
106.059332,38.452795
106.059327,38.452435
106.059095,38.452257
106.054365,38.442206
106.054125,38.441487
106.05389,38.441129
106.053888,38.440949
106.058384,38.450641
106.059329,38.452615
106.06687,38.466605
106.071996,38.487646
106.064812,38.466984
106.066224,38.484995
106.068061,38.485159
106.066002,38.485538
